1.99974, -0.948267, 1.57583, 0.51734, 0.0503182, 
2.00034, -0.913575, 1.55336, 0.346966, -0.224675, 
2.0038, -0.842603, 1.52217, 0.710565, -0.31195, 
2.00986, -0.753402, 1.50296, 0.894062, -0.192019, 
2.01782, -0.659821, 1.48596, 0.939187, -0.170029, 
2.01878, -0.648668, 1.48477, 0.111943, -0.0118588, 
2.02572, -0.595417, 1.44117, 0.537024, -0.436079, 
2.03438, -0.532741, 1.43348, 0.632714, -0.0768621, 
2.03807, -0.507595, 1.42507, 0.254151, -0.0840973, 
2.04039, -0.488873, 1.44755, 0.188654, 0.22479, 
2.04064, -0.487313, 1.41001, 0.015801, -0.375419, 
2.04376, -0.46963, 1.39642, 0.179557, -0.135873, 
2.05103, -0.434079, 1.36906, 0.362864, -0.273567, 
2.06529, -0.365508, 1.36577, 0.700378, -0.0329705, 
2.06689, -0.357625, 1.37088, 0.0804356, 0.051134, 
2.0722, -0.335576, 1.33418, 0.226812, -0.366957, 
2.0929, -0.23889, 1.35994, 0.988756, 0.257551, 
2.10337, -0.192094, 1.35071, 0.47953, -0.0922972, 
2.12269, -0.106248, 1.34942, 0.879932, -0.0128551, 
2.13505, -0.0513801, 1.3491, 0.562441, -0.00320219, 
2.15138, 0.0258355, 1.36248, 0.789218, 0.133793, 
2.15364, 0.0348021, 1.32357, 0.0924772, -0.389144, 
2.16543, 0.0871729, 1.34932, 0.536821, 0.257466, 
2.16645, 0.0936558, 1.41564, 0.0656175, 0.663227, 
2.17751, 0.170358, 1.4275, 0.774961, 0.118634, 
2.18011, 0.187799, 1.42308, 0.176333, -0.044227, 
2.18154, 0.197674, 1.42627, 0.0997952, 0.0319339, 
2.19668, 0.290976, 1.40998, 0.945212, -0.162976, 
2.20261, 0.330882, 1.42333, 0.403443, 0.133509, 
2.20705, 0.359787, 1.41848, 0.292432, -0.0485061, 
2.21835, 0.433599, 1.4188, 0.746731, 0.00323935, 
2.23281, 0.517015, 1.39921, 0.846596, -0.195923, 
2.23755, 0.546028, 1.40861, 0.293987, 0.0939924, 
2.25338, 0.636296, 1.39722, 0.916452, -0.113854, 
2.27266, 0.734267, 1.37649, 0.9985, -0.207292, 
2.27717, 0.760504, 1.40064, 0.26621, 0.241512, 
2.29508, 0.847896, 1.36869, 0.892081, -0.31952, 
2.29885, 0.874547, 1.4303, 0.269159, 0.616123, 
2.31396, 0.961996, 1.39964, 0.887457, -0.306647, 
2.31874, 0.993274, 1.4192, 0.316411, 0.195604, 
2.31971, 1.00387, 1.47964, 0.106405, 0.604446, 
2.32443, 1.04337, 1.45192, 0.397778, -0.277234, 
2.34318, 1.14159, 1.38211, 1, -0.6981, 
2.345, 1.15434, 1.42886, 0.128724, 0.467536, 
2.35225, 1.19614, 1.39922, 0.424256, -0.296396, 
2.35502, 1.20937, 1.36396, 0.135155, -0.352669, 
2.36344, 1.24232, 1.32058, 0.340123, -0.433751, 
2.36831, 1.26428, 1.35291, 0.224946, 0.323275, 
2.37116, 1.27583, 1.32867, 0.11897, -0.242439, 
2.39325, 1.34842, 1.27543, 0.758748, -0.532357, 
2.40049, 1.37206, 1.27337, 0.247294, -0.0206103, 
2.41271, 1.40528, 1.2184, 0.353888, -0.549679, 
2.43065, 1.4461, 1.15656, 0.445914, -0.618443, 
2.4503, 1.48845, 1.13644, 0.46692, -0.201214, 
2.45088, 1.4896, 1.10253, 0.0128184, -0.339012, 
2.4824, 1.55461, 1.11942, 0.722453, 0.16883, 
2.5219, 1.6379, 1.12796, 0.921814, 0.0854188, 
2.53735, 1.67163, 1.14124, 0.371069, 0.132845, 
2.56764, 1.7424, 1.16637, 0.769759, 0.25127, 
2.56842, 1.74451, 1.21726, 0.0224941, 0.508925, 
2.59508, 1.817, 1.21834, 0.772373, 0.0107732, 
2.60602, 1.84706, 1.2217, 0.319877, 0.0336255, 
2.62357, 1.8992, 1.2462, 0.550101, 0.244952, 
2.62513, 1.90476, 1.29705, 0.0578363, 0.508481, 
2.65094, 1.99535, 1.29324, 0.941903, -0.0380672, 
2.67086, 2.06675, 1.29876, 0.741279, 0.0552211, 
2.67129, 2.06871, 1.3527, 0.0200418, 0.539382, 
2.68381, 2.12336, 1.34558, 0.560728, -0.0711572, 
2.68666, 2.13417, 1.31328, 0.111758, -0.323066, 
2.69503, 2.16493, 1.30496, 0.318743, -0.0831419, 
2.70829, 2.219, 1.33032, 0.556757, 0.253544, 
2.73218, 2.30781, 1.308, 0.919648, -0.223153, 
2.75262, 2.3833, 1.30646, 0.782107, -0.0153755, 
2.76203, 2.41913, 1.3138, 0.370398, 0.0733395, 
2.76569, 2.43152, 1.28369, 0.129246, -0.30111, 
2.77042, 2.44476, 1.22767, 0.140635, -0.560161, 
2.77739, 2.46363, 1.2169, 0.201076, -0.107695, 
2.78089, 2.4741, 1.24811, 0.110483, 0.312104, 
2.81115, 2.56461, 1.24822, 0.954299, 0.00109595, 
2.8221, 2.59616, 1.23657, 0.333964, -0.116543, 
2.85048, 2.68364, 1.2571, 0.919643, 0.205286, 
2.85482, 2.70028, 1.31559, 0.172001, 0.584887, 
2.87027, 2.75872, 1.31244, 0.60446, -0.0314588, 
2.87558, 2.78259, 1.3516, 0.24453, 0.391586, 
2.88407, 2.81763, 1.33328, 0.360533, -0.183225, 
2.8991, 2.88143, 1.33947, 0.655525, 0.0619484, 
2.91426, 2.94023, 1.31834, 0.6072, -0.211353, 
2.92629, 2.97792, 1.26202, 0.395644, -0.563183, 
2.95327, 3.06314, 1.26414, 0.893838, 0.0212234, 
2.97035, 3.10942, 1.21713, 0.493327, -0.470141, 
2.98368, 3.14429, 1.20571, 0.373301, -0.114188, 
3.01238, 3.22243, 1.21879, 0.83246, 0.130882, 
3.02544, 3.26116, 1.24555, 0.408702, 0.267521, 
3.03094, 3.27796, 1.25476, 0.176771, 0.0921305, 
3.03376, 3.28866, 1.3126, 0.11071, 0.578402, 
3.05047, 3.36027, 1.34162, 0.735328, 0.290202, 
3.06961, 3.43996, 1.33504, 0.819576, -0.0657664, 
3.07185, 3.45099, 1.37089, 0.112483, 0.358473, 
3.07743, 3.4751, 1.34329, 0.247494, -0.276027, 
3.08398, 3.50106, 1.32357, 0.267726, -0.19717, 
3.08535, 3.5076, 1.36467, 0.0668683, 0.41099, 
3.08652, 3.5136, 1.37793, 0.0611516, 0.132598, 
3.08665, 3.5143, 1.39283, 0.00709566, 0.149043, 
3.10653, 3.60903, 1.36391, 0.967927, -0.289263, 
3.11691, 3.66025, 1.37087, 0.522598, 0.0696726, 
3.12619, 3.7062, 1.37155, 0.468758, 0.00678872, 
3.14746, 3.79613, 1.33851, 0.924195, -0.330477, 
3.16813, 3.87591, 1.31726, 0.824081, -0.212485, 
3.17293, 3.8919, 1.27938, 0.166968, -0.378756, 
3.17489, 3.89723, 1.21785, 0.0568185, -0.615299, 
3.17986, 3.90836, 1.15092, 0.121877, -0.669297, 
3.19349, 3.93961, 1.15959, 0.340945, 0.0867073, 
3.20221, 3.9596, 1.15942, 0.218094, -0.0016854, 
3.23828, 4.04202, 1.15825, 0.899627, -0.0117684, 
3.27467, 4.13232, 1.18768, 0.973545, 0.294314, 
3.28353, 4.15728, 1.22998, 0.264891, 0.422989, 
3.31196, 4.23035, 1.1997, 0.784074, -0.302778, 
3.34271, 4.31802, 1.23339, 0.929024, 0.336915, 
3.37386, 4.39655, 1.19323, 0.844799, -0.401603, 
3.40781, 4.47067, 1.14133, 0.815266, -0.519031, 
3.44965, 4.54972, 1.08397, 0.894436, -0.573588, 
3.48921, 4.61631, 1.03468, 0.77457, -0.492866, 
3.5391, 4.68963, 0.973303, 0.886803, -0.613804, 
3.60099, 4.76818, 0.903493, 1, -0.6981, 
3.6575, 4.83141, 0.841486, 0.848101, -0.620066, 
3.72918, 4.90115, 0.771676, 1, -0.6981, 
3.78855, 4.9514, 0.702404, 0.777821, -0.692722, 
3.83157, 4.984, 0.648547, 0.539764, -0.538564, 
3.88199, 5.01949, 0.613317, 0.616586, -0.352301, 
3.92531, 5.04587, 0.546852, 0.507239, -0.66465, 
3.98378, 5.07729, 0.493196, 0.663755, -0.536567, 
4.06421, 5.11366, 0.42466, 0.88277, -0.685354, 
4.13707, 5.14143, 0.364177, 0.779664, -0.604827, 
4.1796, 5.15538, 0.316839, 0.447557, -0.473387, 
4.22873, 5.16853, 0.26145, 0.508677, -0.553884, 
4.31027, 5.18472, 0.196083, 0.831246, -0.653674, 
4.38043, 5.19442, 0.137389, 0.708321, -0.586934, 
4.41989, 5.19818, 0.0948759, 0.396336, -0.425136, 
4.50563, 5.20357, 0.0627634, 0.859078, -0.321124, 
4.57492, 5.2066, 0.0437707, 0.693647, -0.189927, 
4.6219, 5.20711, 0.0107599, 0.469763, -0.330108, 
4.6996, 5.20684, -0.00343377, 0.777, -0.141936, 
4.77572, 5.20546, -0.0181206, 0.761356, -0.146868, 
4.87379, 5.19847, -0.0711882, 0.983212, -0.530676, 
